38,77,1
23,50,0
27,57,0
26,49,0
27,44,0
30,51,0
46,81,1
27,43,0
29,50,0
22,45,0
30,60,0
46,89,1
20,53,0
29,51,0
30,50,0
25,59,0
25,60,0
26,43,0
47,76,1
24,47,0
27,44,0
23,60,0
27,52,0
48,86,1
22,41,0
27,53,0
37,72,1
26,46,0
20,60,0
30,43,0
22,50,0
49,89,1
44,70,1
40,80,1
27,51,0
20,49,0
23,48,0
23,47,0
48,76,1
26,55,0
21,57,0
28,43,0
49,77,1
30,45,0
49,72,1
22,51,0
20,58,0
22,53,0
20,52,0
26,60,0
45,82,1
28,58,0
28,47,0
26,59,0
43,84,1
22,57,0
24,59,0
29,59,0
25,41,0
26,59,0
27,55,0
46,81,1
21,48,0
30,56,0
30,60,0
25,43,0
30,60,0
25,59,0
20,53,0
25,55,0
20,48,0
27,51,0
30,54,0
28,48,0
21,42,0
25,44,0
23,44,0
23,57,0
25,60,0
28,46,0
27,49,0
24,60,0
23,52,0
27,41,0
24,50,0
50,84,1
28,42,0
27,48,0
30,40,0
29,57,0
28,54,0
22,57,0
26,51,0
30,46,0
44,81,1
20,55,0
29,55,0
29,41,0
29,60,0
23,41,0
35,82,1
26,43,0
22,52,0
26,47,0
21,57,0
27,50,0
36,77,1
25,52,0
25,46,0
50,71,1
28,60,0
24,59,0
26,49,0
21,50,0
23,46,0
46,73,1
45,74,1
25,41,0
49,73,1
20,44,0
23,57,0
27,59,0
25,41,0
30,44,0
22,54,0
42,85,1
45,88,1
23,41,0
28,40,0
28,42,0
25,59,0
22,44,0
26,45,0
45,87,1
23,46,0
25,46,0
38,89,1
21,55,0
25,56,0
22,43,0
27,57,0
26,52,0
47,83,1
22,40,0
49,77,1
23,40,0
29,42,0
20,52,0
30,52,0
23,45,0
29,55,0
45,80,1
39,79,1
25,55,0
21,59,0
27,40,0
24,55,0
28,46,0
26,54,0
50,78,1
21,44,0
27,51,0
39,77,1
28,40,0
30,60,0
25,44,0
21,50,0
28,41,0
25,41,0
20,55,0
26,53,0
26,58,0
23,48,0
30,47,0
21,60,0
25,50,0
26,42,0
29,46,0
23,45,0
24,41,0
23,59,0
49,89,1
38,76,1
30,45,0
23,52,0
27,46,0
30,42,0
45,84,1
40,77,1
30,54,0
26,47,0
21,58,0
26,43,0
48,71,1
22,41,0
30,54,0
47,76,1
36,79,1
26,41,0
24,51,0
27,50,0
27,45,0
25,57,0
28,44,0
22,47,0
29,48,0
28,50,0
24,53,0
24,47,0
47,72,1
20,56,0
22,43,0
27,58,0
20,40,0
20,49,0
29,55,0
25,57,0
21,42,0
37,78,1
28,51,0
49,82,1
27,46,0
24,45,0
24,53,0
29,45,0
50,74,1
22,52,0
24,40,0
22,55,0
22,49,0
49,76,1
20,49,0
30,59,0
30,43,0
25,41,0
28,51,0
26,46,0
47,79,1
35,78,1
26,51,0
29,45,0
30,46,0
26,47,0
28,44,0
35,87,1
29,57,0
26,56,0
30,40,0
47,76,1
26,56,0
40,90,1
24,43,0
24,59,0
23,49,0
21,55,0
41,74,1
20,54,0
46,90,1
29,56,0
24,58,0
24,57,0
47,80,1
28,46,0
23,55,0
20,46,0
27,52,0
28,55,0
23,53,0
22,59,0
23,51,0
26,50,0
50,83,1
28,43,0
25,59,0
21,54,0
29,42,0
22,60,0
29,54,0
30,43,0
39,75,1
27,52,0
30,59,0
24,47,0
24,47,0
28,47,0
23,56,0
22,57,0
25,56,0
20,49,0
24,40,0
29,50,0
30,55,0
28,43,0
28,58,0
30,48,0
24,46,0
27,43,0
28,54,0
22,46,0
25,52,0
21,43,0
30,52,0
30,45,0
26,55,0
49,86,1
22,42,0
25,45,0
23,55,0
25,60,0
20,41,0
27,53,0
21,40,0
27,46,0
45,73,1
25,58,0
30,49,0
20,52,0
30,54,0
26,55,0
25,60,0
49,83,1
20,46,0
23,53,0
29,53,0
20,60,0
23,59,0
25,40,0
20,44,0
26,52,0
50,80,1
30,45,0
28,55,0
22,40,0
25,42,0
24,60,0
46,71,1
28,59,0
22,55,0
23,58,0
21,55,0
22,45,0
22,48,0
26,50,0
20,60,0
45,74,1
30,44,0
24,50,0
29,52,0
22,57,0
48,71,1
28,60,0
24,52,0
44,84,1
40,80,1
30,51,0
37,72,1
30,48,0
29,48,0
29,43,0
20,56,0
40,79,1
22,55,0
27,46,0
23,41,0
20,41,0
25,44,0
27,45,0
23,58,0
25,48,0
41,77,1
49,89,1
48,90,1
36,87,1
25,58,0
26,53,0
26,44,0
24,50,0
22,59,0
25,41,0
29,53,0
22,42,0
30,59,0
43,79,1
30,49,0
24,46,0
26,47,0
48,76,1
28,44,0
24,45,0
24,47,0
21,44,0
23,52,0
29,45,0
24,51,0
22,47,0
29,46,0
23,52,0
24,42,0
23,55,0
30,56,0
21,53,0
43,73,1
27,40,0
22,57,0
24,55,0
41,90,1
48,78,1
42,78,1
28,43,0
37,88,1
20,46,0
43,75,1
20,50,0
49,70,1
29,51,0
20,59,0
23,49,0
26,58,0
29,49,0
27,41,0
23,48,0
24,43,0
41,71,1
26,55,0
29,45,0
38,76,1
25,40,0
26,41,0
21,43,0
26,56,0
39,79,1
23,57,0
25,60,0
22,49,0
23,41,0
21,58,0
26,45,0
28,42,0
22,55,0
22,46,0
23,60,0
38,78,1
27,47,0
26,43,0
44,70,1
20,40,0
26,60,0
29,58,0
29,54,0
28,51,0
25,47,0
29,60,0
28,50,0
26,41,0
28,53,0
41,81,1
40,80,1
23,60,0
24,53,0
41,80,1
28,41,0
28,52,0
21,46,0
35,88,1
29,46,0
22,60,0
29,54,0
28,50,0
36,71,1
40,79,1
28,60,0
24,60,0
21,59,0
25,43,0
23,41,0
21,50,0
44,72,1
25,49,0
23,40,0
24,52,0
43,75,1
23,43,0
23,59,0
24,55,0
20,44,0
21,40,0
25,46,0
39,77,1
22,51,0
49,80,1
28,57,0
50,72,1
36,90,1
21,44,0
27,42,0
24,40,0
24,51,0
20,56,0
23,42,0
20,53,0
20,44,0
30,46,0
22,43,0
23,55,0
23,41,0
39,78,1
23,59,0
26,47,0
22,55,0
30,45,0
48,81,1
48,84,1
21,53,0
20,47,0
22,56,0
22,56,0
23,51,0
20,46,0
25,46,0
20,58,0
38,83,1
38,85,1
22,55,0
29,51,0
46,84,1
25,56,0
27,41,0
22,57,0
20,58,0
26,59,0
21,50,0
22,48,0
22,51,0
29,42,0
27,47,0
30,44,0
47,88,1
28,58,0
22,51,0
29,40,0
27,43,0
25,50,0
21,54,0
30,42,0
47,86,1
28,54,0
29,54,0
24,55,0
23,60,0
20,49,0
36,82,1
45,81,1
30,58,0
47,75,1
22,41,0
25,55,0
27,45,0
24,47,0
30,59,0
29,41,0
29,46,0
24,60,0
24,49,0
23,52,0
28,41,0
26,57,0
23,56,0
21,42,0
45,74,1
22,59,0
28,48,0
26,45,0
25,54,0
40,77,1
20,56,0
20,49,0
20,55,0
46,85,1
24,47,0
22,54,0
27,49,0
25,49,0
24,51,0
30,60,0
27,51,0
20,44,0
22,52,0
20,47,0
35,86,1
26,49,0
22,54,0
30,47,0
21,53,0
22,41,0
23,58,0
29,59,0
24,50,0
23,54,0
22,45,0
22,60,0
25,42,0
41,75,1
24,47,0
22,59,0
30,41,0
26,44,0
30,53,0
27,41,0
26,50,0
30,55,0
40,86,1
30,47,0
26,54,0
23,46,0
21,40,0
24,44,0
23,56,0
22,49,0
28,59,0
22,57,0
26,42,0
26,58,0
45,77,1
40,88,1
23,42,0
23,44,0
30,44,0
26,47,0
29,58,0
20,49,0
38,85,1
25,59,0
22,52,0
28,53,0
24,60,0
28,59,0
22,44,0
26,48,0
26,42,0
30,50,0
22,40,0
21,47,0
22,53,0
25,46,0
29,59,0
27,54,0
40,88,1
39,84,1
21,59,0
21,51,0
47,76,1
25,45,0
28,60,0
30,54,0
21,55,0
21,56,0
20,45,0
20,51,0
25,57,0
20,54,0
24,58,0
27,43,0
36,83,1
28,56,0
29,42,0
43,86,1
20,40,0
25,60,0
27,53,0
37,88,1
26,51,0
26,54,0
30,60,0
20,51,0
29,44,0
24,55,0
21,51,0
37,88,1
37,86,1
49,72,1
23,55,0
22,58,0
23,44,0
25,48,0
26,47,0
49,90,1
29,51,0
38,76,1
30,41,0
25,58,0
49,89,1
23,50,0
23,42,0
24,47,0
26,43,0
50,70,1
20,45,0
28,45,0
22,50,0
21,51,0
22,53,0
48,87,1
26,60,0
25,57,0
30,60,0
24,47,0
29,48,0
28,46,0
24,40,0
23,48,0
25,46,0
20,59,0
24,42,0
23,45,0
30,56,0
30,52,0
27,41,0
36,71,1
21,42,0
48,86,1
50,77,1
26,42,0
47,80,1
29,46,0
37,77,1
30,53,0
21,51,0
26,57,0
39,83,1
27,53,0
45,73,1
37,79,1
29,48,0
20,60,0
25,48,0
22,40,0
26,42,0
30,49,0
27,54,0
42,73,1
21,43,0
26,43,0
20,58,0
49,70,1
29,41,0
44,71,1
20,54,0
30,42,0
36,70,1
20,49,0
27,49,0
20,40,0
24,47,0
40,73,1
26,47,0
46,86,1
22,57,0
29,47,0
28,49,0
28,44,0
21,56,0
35,73,1
24,46,0
27,42,0
29,51,0
23,48,0
28,54,0
21,53,0
29,48,0
23,57,0
27,53,0
23,46,0
25,59,0
43,73,1
30,51,0
23,40,0
23,57,0
29,50,0
36,75,1
25,47,0
